tudor,3,0,-1,21
tudor,4,0,-1,12
dada,3,0,-1,25
dada,4,1,0,40
Antonel,3,1,0,22
Antonel,3,0,-1,24
3,3,0,-1,28
antonelpp,5,1,0,37
